 good morning love u all ;-) I feel ok I only had like 4 coronas  it was a fun night  laker game later today,Positive
 good morning lovely! ,Positive
" Good morning peeps, ahhh it's gonna be a wonderful Saturday ",Positive
 Good morning sunshine!!!,Positive
 good morning twitter,Negative
 good morning twitterers ily,Positive
 Good Morning! Super hyper today because it is officially my birthdya. ,Positive
 good morning/afternoon. Things will be great today.,Positive
" Good Night ! Okay, I got really nothing to say.",Positive
 good night twittaz,Negative
 Good Night Twitter! I'm tired! Partying ALL WEEKEND! Peace â™¥ and ALWAYS BE HAPPY!,Positive
 Good night! Arrgghhhh 5-2 B.P. Do work boys!,Positive
 good song ? http://blip.fm/~5fj5f,Positive
 Good times !! ... Dad is being far too jolly its very odd. Being looked after today !!,Positive
 good to hear from you,Positive
 good weekend,Positive
 good weekend. now ISU's woooo,Positive
 GOODBYE ANALOUGE,Negative
 Goodbye CWG of my life.,Negative
 goodbye hair length,Negative
"- Goodbye Mazda 6. Always a good, nice, car (&amp; a fantastic color)... But no room for you on Wall Street.    http://twitpic.com/6a1ny",Positive
 goodbye steph. at home watching Mall Cop with my bby brother &lt;3,Negative
 Goodbye to my free time!!,Negative
 Goodbye Twitterians!! Be back soon..!! Xo,Negative
 goodbyeeee Arizona. See you in 3 weeks.,Negative
 goodbyes are hard.,Negative
 Goodmorning,Positive
 Goodmorning again! haha. ) uggh. i'm getting kinda hungry :|,Positive
 goodmorning tweeties..,Positive
 goodnight,Negative
- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.,Positive
 goodnight all. Doodadoo lives good,Positive
 goodnight everbody.. Hope I can fall asleep.. FML,Negative
"- GOODNIGHT everyone  I pray you all have a blessing morning. I'm gonna do 1 more load of laundry, straighten the kitchen, then lay down.",Positive
 goodnight everyone.,Negative
 goodnight luvs,Positive
 goodnight twitter. Shits been really weird with me lately. I need a doctor!!,Negative
" goodnight yall , i'm upset . . . i might bbl tu tweet some trifling , subliminal shit , that always makes me feel better . therapy",Negative
"- Goodnight, I'm going to sleep with my monkey ",Positive
 goodnight.,Negative
 goodnight...,Negative
 Google wants artists to work for free: http://bit.ly/kKNs6,Negative
 Goood Morning Twittz. I'm in an Extremely good mood. Heading to the GYM with my doll Nessa.,Positive
 gooodnight.,Negative
 gooooood morning my twitter friends!  Have a nice sunday,Positive
 Gosselin sadness,Negative
 Gossip girl tonight!!!,Positive
 got a headache,Negative
 got a new nail polish Rimmel-Climax(purple),Positive
 got burned really bad due to constantly being too wet to reapply sunscreen,Negative
 got earache and wants to go home,Negative
 Got Escala's new album now.  T'is very good ,Positive
 got first period for summer school.,Negative
 got in a huge car accident today. not feeling well.,Negative
 got my college interview in an hour  ,Negative
" got my grandmothers results back from the Hospital. Not good.... :/ working right now, then going to see her.",Negative
 got my hands burned sunday at a fire. But doing much better. I guess too many beers equal me sitting too close to a firepit lol whoops.,Negative
 Got new photoshop magazine but I need my Dad's portable CD drive to use the CD with the pics on it D: I think I'm stuck there tomorrow,Positive
 GOT RID OF TRASH,Negative
 got sick at work...kinnda feel faint,Negative
 got sunburnt today. another day in paradise! been for 2 swims in the ship's pool!,Negative
" got the best addon for twitter, IF YOU USE FIREFOX GET TwitterFOX",Positive
 got to drop off my space cadets at school. Its been a while...,Positive
 got to work at 7:00am! ughhhh longgg day ahead of me!,Negative
 got tons of baby clothes...OMG i can't wait for my baby boy!,Positive
 gotta be in brandon at 9:15 tomorrow for a doctors appointment,Negative
 gotta love her. glad she had fun. looking forward to the beach w/ her! ,Positive
 gotta love those shoes -- Dora &amp; Manny can keep you on your toes with spanish! yo se que tienes un nuevo amor... thats selena.,Positive
 gotta mow the lawn...,Negative
 Gov't Motors just peed a little: http://bit.ly/aLDXF via @TTAC &amp; http://bit.ly/pJg8o,Positive
 grace u suck! U know I know we know....,Negative
 graduation,Negative
" Grandfather's sick, going to M*town to see him on Thursday.",Negative
 grandma wont cut my hari! which is good AND bad. because she wont let me straiten it! so i am stuck with this gross curly mop of hair.,Negative
" Graveyard charged my card twice (one correct total, one random amt) from last night's #atltweet tweetup. Check your accounts!",Negative
 great  just fucking great,Negative
 Great Falls Tribune story  only talks of scouts in title. Story's theme is Be prepared when back country  traveling. http://bit.ly/8cRXR,Negative
 great great great great day! rock band singing is my new favorite!,Positive
" great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow).",Positive
 GREAT MOOOOOD ! (:,Positive
 great my dad locked himself out of his car n its on... N we are 5 hours from home,Negative
 great night.. ended better than it started.. and it started pretty damn good!,Positive
 great nite,Positive
" Great tights, good outfit! http://lookbook.nu/look/160916",Positive
" great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S",Negative
" great, now i'm left out? Some best friends.",Negative
 Great.  ? http://blip.fm/~7df6m,Positive
 great.  I thinks Rags is sick.  This might mean a second ER vet visit this month.,Negative
 great. Can't get online at moms house....craptastic,Negative
 Great...rosie was sooo close to getting her long overdue 'rosie day' but now has to wait.....til another day...sadness,Negative
 greeeeattttt fuckingf night much bneeded!,Positive
 grieving 4 a fam n our community whose 2 kids died after playing hide &amp; seek &amp; getting stuck n a car trunk.  Parents-watch ur babies!,Negative
 grounded for a week. I'm not gonna let them win,Negative
 group shot from prom: http://bit.ly/13BGD9,Positive
- grr you've changed. i don't like it. you haven't called me momo in a week ,Negative
" grrr my twitter doesn't work with my celphone, I dw WHY!!  but my brother's twitter does ï¿½.ï¿½  IT's not Fair..    T.T",Negative
 grrr why does maths have to be SO frustratingly annoying and mind boggiling   ,Negative
" grrrrr. why can't they just go away for like 2 days! haha. this is stupid. i have to pack for mexico, bye! =]",Negative
 gskank and zack singing journey.,Positive
 gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!,Negative
 guess i didn't get the job...,Negative
 guess i don't live #inaperfectworld,Negative
 guess it's gonna be a lonely night for me.. Someone save me please!,Negative
 GUESS WHAT!!?? JONAS CD 'LVATT' comes out This Friday here in Australia... That's The Day I leave for my trip ,Negative
 guess who im missing,Negative
 guitar in a weeeeek,Positive
 gutted i hope it comes soon !,Negative
 gutted that i'm missing it,Negative
 guy troubles...he just has to have a girlfriend...,Negative
 guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.,Negative
" guys... the mouse isn't a hallucination. He's a real, fuzzy, whiskery thing. How do i get rid of it without killing it?",Negative
 h dont know who to go to teh movies with Sir. Lolz alot ^o^,Negative
 H i g h. &amp; dippin in the truck &amp; these hott glasses.,Positive
 H&amp;M dress don't fit... It was really cute (n cheap) too ... The cheap part is what  breaks my heart...,Negative
 Ha I love you too betch.,Positive
 had a blood test today!!,Negative
 had a cool lil night. Now at Berrie's about to eat pizza waitin for @NOEL4PRESIDENT,Positive
" had a good night, love my best buds in the world!!! adamcheeeserosie",Positive
 had a good time ...,Positive
" had a good weekend, looking forward to a great week x",Positive
- had a great time at the 'block party' - so did mackenzie ,Positive
- had a great time with some of the best people last night/2day ,Positive
 had a nice afternoon nap. Gotta get ready quick to get my lil rascal from school and go to play station ! ,Positive
 had a not so good day. . . but I have faith,Negative
 had a really bad day!!!,Negative
" Had a really fun afternoon, and probably have a wicked sunburn xP It was so worth it. Nick left a few minutes ago. Surfing the web ",Positive
 had a Really good night!!! Stoked for things to come!!!,Positive
 Had an emergency today.  The flock is very unhappy.  Our Citron got hurt by another bird and chewed her toes off.,Negative
 had an ok day. it went by fast.,Positive
 Had to buy a pair of wellies. Still in denial that it's gonna rain at Download.,Negative
 had to buy corney ass capri&quot;s ughhhhhhhhhhh now im hungry,Negative
 had to cancel a great day I had ahead of me today.....,Negative
 had to go into work today grr how 1982... then i came home and had to build furniture !!!1 at least I got a nice new chair ,Negative
 had to leave the pet store because my daddy is mean. BUT WE'RE GETTING A POMERANIAN IT'S THE CUTEST DOG EVERR.,Negative
 Had to take comp inside as the baterry died...sadface,Negative
 had to take out her belly button piercing cuz the guy said it was migrating ! Its all good tho cuz I'd rather take it out then have i ...,Negative
" Had to work today. 1 hour down, 6 to go.",Negative
 had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK,Negative
 hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud. ,Positive
 haha dating the enemy!,Positive
 haha have fun girl. Have fun at thaaat mormon dance tonightt too!!,Positive
 haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;),Positive
 haha my dragon jus tried to attack me,Negative
 haha! Off the phone with my bby!  I lovee youu!  -Nitee!,Positive
 haha. Someone i don't even know made me laugh. ryan ross = win.,Positive
 hahah @annetteluna says to me: yea we need to go to target so we can get you a hotdog and you'll shut up,Negative
 hair is too short now. still sick. have to learn. ,Negative
 hair looks dorky. Oh well.,Negative
 half yearly exams this week!,Negative
 hand ball again by wynne.. Dc scores on penalty.. BS 3-3,Negative
 Handed in. Can relax a bit now.,Positive
 Hanging by a moment by lifehouse always makes crave a boo.,Negative
 Hanging out with Steven Mohler on Sunday! ah :],Positive
 hanging with jon. i love ashley!!!!!!!!,Positive
 hangover,Negative
 hangover not good..,Negative
 happily falling head over heels for him &lt;3,Positive
 happiness is the best revenge.,Positive
- Happpy Monday night everyone! ,Positive
- HAPPY 8TH ANNIVERSARY TO US!!! Awww  Barry is about to take me 'somewhere' ...  Be back later!!,Positive
 happy and singing... extreme &quot;more than words&quot; â™« http://twt.fm/140208 #musicmonday,Positive
 happy birthday lv again lol fun and  long nite ....nitey nite,Positive
 happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog  ,Positive
 happy day cash cash party in your bedroom on xm radio,Positive
 happy face.,Positive
 Happy Fathers day. ILUDaddy.    First father's day sans father.,Negative
"- happy flip indy day.  mabuhay! schweet! oh wait, wasn't that yesterday? man...i need to do my research. fail.",Positive
 happy for you,Positive
 Happy Graduation 8th ): I'll miss some of you a lot. Don't 4get to e-mail.  Lots of Love ~ *Olivia*,Negative
 happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.,Negative
 happy juice. http://twitpic.com/4e4bz,Positive
-- happy mothers day mom!  http://twitpic.com/4x153,Positive
 Happy Saturday  But its closer to monday  but it's summer :-D,Negative
 happy that its sunny,Positive
 happy to meet the old friends...,Positive
 happy to see him,Positive
 Happy today!!!  http://estrella05azul.wordpress.com/,Positive
 happy with the way thing are goingg,Positive
" Happy, knowing my friends are still my friends.",Positive
 happy. spending time with mum,Positive
 Hard Night! It has only begun!,Negative
 harley told me here b-day is on the 17th of nov !!!! omdz,Negative
 Harry Potter  series ( because of the delicious way my life is sucked away when I read it )..,Positive
 Harry Potter! Yay!!!,Positive
 harsh shisha,Negative
- has an awesome looking chrome swing arm on my bike thanks to my wonderful husband &amp; a great friend. ,Positive
 has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x,Negative
- Has Just Got Up &amp;+ Is Listening To Good Charlotte ,Positive
 has something very special in mind &lt;333,Positive
 hate being stuck at home not able to do anything before my last day at hollywood,Negative
 hate going to the doctors. also hate having to go back an hour later to get prescription.,Negative
 Hate having no internet! I can only get it at the weekends...,Negative
 Hate Holidays,Negative
 hate my life..hate coming home..,Negative
 hate my liiiiiiiife,Negative
 hate public transport stood waiting over half an hour for a bus which didnt show up luckily i got a lift to work,Negative
 hate shit strirrers,Negative
 hate the metties and the fact im too honest...,Negative
 Hate this song  ? http://blip.fm/~5jg6f,Positive
 HATES ITUNES.,Negative
 Hates NANABIN (NNB) much as she only cares about her LL! And no more xunabin  seriously disappointed in her &gt; MUCH HATE MUCH HATE!,Negative
 hates taking my babies for surgery  ugh gonna be a longggg day,Negative
 hates the fact that she has to work instead of going dress shopping with my cousin!!!,Negative
- hates waiting and equally hates job hunting! ,Negative
" hates work, BEYOND wants to go on tour",Negative
 have a cold! &lt;- not fun!,Negative
- Have a GREAT Sunday... be blessed and encouraged!! I'm going to PASS OUT now. haha Earlier than usual... yay!  GOD BLESS YOU!!!,Positive
 have a headache...,Negative
 Have a Nice Day!,Positive
 have a nice day... cause i will!,Positive
 have a really bad feeling,Negative
 Have an awesome leave. DONT forget aboot me. Have a shit load of beers for me but do it safely. Later/,Negative
 have fuuun at the grove! i wish i was there  love yaaa,Positive
 have i told u how much i like u 2day?,Positive
 Have sooo much to revbise I don't even get to go church. Boo to exams,Negative
 have the cold its horrible . cant stop sneezing x,Negative
 have to do the dishes,Negative
 Have to drive home now &amp; leave the show in the middle.........be back soon!,Negative
 have to get up a 3:00am tomorrow,Negative
 have to leave for class...,Negative
 have to leave soon,Negative
" Have to leave to meet @boriori now. I'm looking forward to seeing him, but I'm so not done what I wanted to. Boo-urns. Wish I was @ work.",Negative
 have to take car to mechanic fml.  #talesfrmsurbs,Negative
 Have to take my mom to the hospital...Hopefully she'll be alright,Negative
 have to wait 60 days for my domain,Negative
 have to work on homework tmrw...,Negative
 have too cook to day,Negative
 haven't been able to get thru to ticketmaster to get AC/DC tickets WTF,Negative
" havent twittered in so long, ive been busy doing much of everything, 4am sleep time note to self twitter moree!!!!",Negative
 havent updated in forever,Positive
 havin a bad hair day ; an the weather is not helpin my mood at all !! ..,Negative
 havin fun my friend?,Positive
- having a bad day ! ,Negative
" having a badass stomachache... Going to bed, nighty night.",Negative
 having a bit of a rough day but things will get better. God is still God and still in control!,Negative
 having a day in bed not feeling myself at all today ,Negative
 having a down moment! I think i need sleep! Totally Want to work my but off at something i believe in but don't think i ever will...,Negative
 having a good day,Positive
 having a good night! hehe almost time to get homegirl and come home and sleep! im so damn sleepy... =(,Positive
" Having a terrible day, hope everyone else is doing better off than we are at the store.",Negative
 Having A Very Nice Day,Positive
 Having heard the way sum pple go on on twitter this should be redone for the twitter generation &quot;I just thin... â™« http://blip.fm/~7he0n,Positive
 having just a Horrible Sad day. i hate those so much.,Negative
 having my friends drop me off was a bad idea. i miss you guys already. two months? seriously?,Negative
 Having no money sucks.,Negative
 having the biggest thought right now,Negative
 having to get tooth pulled - on the bright side problem solved,Negative
 having trouble sleeping.,Negative
 having trouble with the concept of sleep,Negative
 Hay fever has finally got me! ick!!!,Negative
 hazey   had a good feeling; what do I know.,Negative
 he always does this!,Negative
 he didn't answer and his voicemail box is full.  Dammit.,Negative
 he didnt call.... AGAIN..,Negative
 he didnt show up... dang it... ,Negative
 He hates me again. Apparently trying to move my laptop out of his way means to kitty that I am a big scary monster.,Negative
 he makes me so happy!,Positive
 he makes my little heart smile,Positive
 he never call me&gt;_&lt; i'll come psh yeah right. i swear i'm so going 2 get him. im an angel but i can be a devil.,Negative
" He read my last message on myspace, and didn't reply. Im scared he dont want to talk to me really.  Ugh, I will never find anybody...",Negative
 He wasn't able to stay the whole night.  He has to go back to camp.  I'll miss him!!,Negative
 headache!,Negative
 headache.,Negative
 headache..... and not in a good mood!,Negative
 headaches KILL especially when your trying to study for an SOL.,Negative
 Headaches suck ASS!!!!,Negative
 heading my dad's store,Positive
- heading to gym with John! ,Positive
 heading to work.,Positive
 headphones broke. Not happy,Negative
"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine &amp; Apple fucking Tango are all inside my belly ",Positive
 Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3,Positive
 heart it races. Black glass extravaganza and then downtown.  smiles all day as usual.,Positive
 Heavy rain forecast for Saturday at Epsom Derby!!,Negative
 hee hee. your so weird. and i did NOT shiver.,Positive
 hehe lizzie gibson is a ledge! cant wait to see her in a few weeks XXX,Positive
" hella people have no idea who I am... Hehehe, and no I'm not Lou nor @MicahMoney",Positive
 Hello Summer  listenin to nevershoutnever! makes me feel all summery  lunch time (Y),Positive
 Hello Twitter!,Positive
 Hello TWITTER! (100th update Wooohooo),Positive
" Hello, my name is Nadia. And I am addicted to twitter...   ",Positive
 Help I dont know what to wear tomorrow nite !  I have my pink lady jacket but thats it.  any idea's what else to do ??,Negative
 Help needed - Black Hat Forum: ukescuba's Avatar ï¿½ ukescuba ukescuba is online now. Joomla/SEO Pro. Join .. http://bit.ly/VsIV4,Negative
 Heroes is losing it's momentum ): come on writers pick it up!!!,Negative
- He's a keeper for sure cuz the boi has even got me smilin n my sleep!    Wow!,Positive
 he's gone for the weekend.,Negative
 he's gonna graduate today. I won't see him anymore... I'll miss him.,Negative
 he's mad at me,Negative
 hey all im bored and since im wating for cliare before going to my grans i thought i would twitter lol,Positive
 hey babe. I'm at work amazed at how good this dancers butt looks on stage lol U shld come out!,Positive
 HEY if you don't know what to say - then just say that. At least say that. Anything is better than nothing. #fb,Negative
 hey im back haha,Positive
 hey isn't this easy. ,Negative
" Hey Terri! The game isn't too expensive, but over time, you'll have made quite an investment...",Positive
 hey u guys r on....im going to canada today...for an unhappy reason...,Negative
- HEY YA ALL! 8) Peace Out! #Followfriday! Please i want followers!!!! So give out this message: Follow @Crizzyx3 THANKS! ,Positive
 hey...i'm back..if someone want to talk.. here i am.,Positive
" hgtv is in an apt in Lincoln park, chi aka where I should be.. With Mary ha",Negative
 hi nia im bored,Negative
 hi papa had to go to bocce for me cuz my backo is wacko,Negative
 hiccuuppsss ,Negative
 HIgh ego...follow me and ill show u where 2 go  LakewooD:Ã—   boyfriend #2 bday in 6 days,Positive
" hihooo(:  but,, i think i'm gonna be on my granda's house :3 haha  til late so... i'll be here few minutes :O",Positive
 Hilary is being a bumface because I won! and she is upset. in your fae hilary!,Negative
" his gone for a month in the middle of winter... first day and im lost already... 1 down, 29 to go.... hurry up",Negative
 History Final Review..Still Not Done.,Negative
 History Revision,Negative
 hit by someone running a red light...my cars totalled...but thank God i just have a headache &amp; nothing more.,Negative
 hm.. Can I be the nut?,Negative
 hmm emotionless,Positive
 hmm. i really like the songs on the summer ep. &lt;3 nsn,Positive
-- hmm...life's been pretty good to me lately.  I'm quite content.,Positive
 hmph...text me...,Negative
 holy shit.,Negative
" Home Alone 2! I'm booooored. This is such a boring Saturday. )= I wanna go out! No fair, Grace gets to go watch UP. -_-",Positive
 home and away (i've been home to watch this every day this week?),Negative
 Home finally.Making fettuccine and relaxing my sore feetsies!,Positive
 home from a friends ..aha great party ,Positive
- Home From My Trip To Alberta Now And I Am Sooo Tired!! Such A Long Drive Home!! ,Negative
 Home from NINJA weekend...I will miss you dearly!  Best $200 spent on tickets.,Negative
" Home from the mall, playing with Miss Brit.",Positive
 Home sweet home (: finally back XD,Positive
 homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ? ,Positive
 Homeless man just got arrested. I HAVE every reason for going to give excuses for him to be released. :/ I wish i had the gaul....,Negative
 Homework haven't finish but school is going to reopen.,Negative
 HOMEWORK!!!!,Negative
 homework. uggh,Negative
 homme. goinng out wit my dads. happpy birfffday jesss!,Positive
 Honorary Hollywood Mom Mafia: @bostonmamas @PetiteMommy @blissnine @MomSquadBlog @all_moms @twitterparents @MomsofAmerica #FollowFriday,Positive
 Hope all is well in the Kill Hannah camp.,Negative
 Hope everyone has a great and blessed night.  I am sorry I could not visit w/u today.  Will not even be ab... http://plurk.com/p/11zxz8,Negative
 hope it gets better soon @missjeffreestar,Negative
 hope my momma's okay.,Negative
 hope that wouldn't happen in real life,Negative
 hope you all are having a good day/night.............. :-D,Positive
" hopefully I make it to next years parade. YES, THERE WILL BE ONE ",Negative
 hopefully not. @NiceonKeys90,Negative
 Hopefully tomorrow will be a better day,Negative
 hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.,Negative
 horse 3 and 4 just finished. They were very tired! Eurovisions runaway leader took away all the tension.,Negative
 hospital this mornin then doctors after school for jabs.. unfortunally my doctor isnt a hot vampire  lol x,Negative
 hospitaLs sukk,Negative
 How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he'd eat like a horse,Negative
 How are you all? been very hot I must say.,Positive
 How beautiful is Prince. Oh My Goodness,Positive
 how can finding somewair to live next year be such hard work.,Negative
 how can I be out of eggs? no baking for me this morning,Negative
 how can I pregame for the phils in Mlot if it doesn't stop raining!?!?!? Happy birthday Lisa!!!,Negative
 how can someone hurt someone soo much ........aspecially to family!!!!,Negative
 How do I make my headache go away?,Negative
 How do you just ignore them when theyre online too? God I want my friend back!!!!! :'(,Negative
 how horrible  R.I.P Georgia Theater,Negative
 how i love the sun and its powers,Positive
 HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.,Negative
" how much crying can one person really do? I mean come on, i can't go to work sniffily and puffy eyed. It's all my fault.",Negative
 how much do I love this...... Just stopped to grab a bite on the road and as we walk in.... Summertime came on &lt;3   ,Positive
 how much longer is this going to go on?,Negative
 how much rain can we take?,Negative
 how my solve this thing??..,Negative
 how pathetic.. i have NO followers.. yet i still update this dam thing..,Negative
 how r u all todaii,Negative
 How sad my phone is dead and i don't have my charger... ugh,Negative
 how the duck am i supposed to write 1500 art history words on something i can hardly see!,Negative
 How to Tell if Your Son is Gay? [PIC]: http://digg.com/d1tpPB?t,Positive
 howdii.,Positive
 How's everybody. I'm finna GO!  HOW ABOUT THEM APPLES =D,Positive
 Hows everybody.?,Positive
 Hoy no ha sido un buen dÃ­a at all  .....Need support ,Negative
 HRRR wont be open for my trip. Tear.,Negative
 http://bit.ly/13aZeG  a must buy  &lt;3 ily you guys.,Positive
 http://bit.ly/gnoVF  if it's him = what a d-bag,Negative
 http://bit.ly/k9Lxe  they looked so happy here!!!,Negative
 http://bit.ly/MisVv  please find him ok. Can't stand this tearing Ryry apart ,Negative
- http://bit.ly/Rhirw - Heartfelt and touching. It made me teary eyed ,Negative
 http://bit.ly/t8sGF  I hope she starts taking care of herself &lt;3,Negative
 http://bit.ly/Y1YjQ I'm reading: The Peak of Hotness.,Positive
 http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.,Negative
 http://psychcentral.com/maniaquiz.htm  Good thing you can't TRUST online quizzes,Negative
 http://screens.delaender.net/24ea555d2fd0a8dd97af9f053aa4546c.png - TextMate hasn't enough memory. I got 4GB RAM hmm,Negative
"--- http://tinyurl.com/cpqxvv --- This is the video, btw. ",Positive
 http://tinyurl.com/llb9vf Poor boy was autistic &amp; loved water. Wish I could say he died with what he loved. But drowning's awful. ,Negative
 http://tinyurl.com/ox43uf #A330 #airfranceflight,Negative
 http://www.inimacopiilor.ro/campanie/campanie.php - pt copii,Positive
 Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,Negative
 hunch.com is down now,Negative
 hungry and indecisive,Negative
 hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...,Negative
 i  missed church.....AGAIN.......stupid backwards sleeping habits.....,Negative
 I &lt;3 Bobby,Positive
 I accidentally slammed the door on one of my toes cause i thought my foot wasn't there. It did bleed but it's stopped now :/,Negative
 i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.,Negative
 I actually hate me life ...,Negative
 I adore leather corsets.,Positive
 i agree @OasisStasis,Positive
 i agree @OasisStasis http://ff.im/2dojM,Positive
 i almost forgot what it felt like to be happy... And i thank him for remimding me ... And momma too,Positive
 i almost know my monologue by heart!!! YAY!!!! ,Positive
 i already said goodbye to my besties @adrianacoffey @monicaramos427 @verooperez &amp; @paulettecolberg . las amo . i'll miss you  [ILY],Negative
 I also like this night. I'll hibernate now.,Positive
 i always hoped it wasn't true.,Negative
 i always lose. no matter how nice i am ,Negative
 I always miss everything! I missed if New York won the money and all of I'm a Celebrity tonight!! ,Negative
 I am about to have to go back to work. It's time to work my shift now... I wanna go home but I make extra $$.,Negative
 i am back,Positive
 i am bored,Positive
" I AM BORED, and ew. My dog just killed an insect!",Positive
- I am burnt to a crisp.   Sunburn sucks!,Negative
 i am crying you all a river...,Negative
 i am depressed again. i miss home so much right now!,Negative
 I am doing the  FF wrong!,Negative
 I am falling in love with Stockington - such a witty wise meow meow!! ^^,Positive
 I am gonna miss sam bradley's concert in L.A. Only one day earlier!Damn!,Negative
 i am hated by the world. the end.,Negative
 i am musical today!,Positive
 I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.,Negative
 I am not certified...http://bit.ly/rKiDD,Negative
 i am not happy,Negative
 i am regretting getting that film developed... RIP,Negative
" I am sad, broke, homeless, and unemployed. jumping off a bridge in one week if this doesn't change.",Negative
" i am sick of being poorly now, it''s been a month of stomach problems and i'm fed up now",Negative
- I am sitting in the bathtub just chillin with Sarah and Ashley  &lt;3,Positive
 i am so blessed in so many ways!,Positive
 I am so excited.,Positive
 i am so over it all.  ,Negative
" i am so sick of this. i have chest pains, stomach pains, sickness and im exhausted :'( y cant they make me better?",Negative
 i am so sunburnt that it hurts,Negative
 I am so worried......,Negative
 i am soo sad.,Negative
" i am still uber sick (lol, FEVERISH AT LAB TODAY!) and my lab report is barely progressing. FML!!!!! !!!!!!",Negative
 I am still upset and now I don't feel good. What a good day.,Negative
 I am such a wus these days...,Negative
